occurrence_id,context_id,selected_word,source_file,sentence_index,match_index_in_sentence,target_text,target_start,target_end,previous_sentence,sentence_text,next_sentence,context,context_word_count,cluster_id,x,y,distance_to_centroid,inferred_theme
1213,A06786:5594,trade,A06786.txt,5594,1,trade,137,142,"And it is to be much admired, that this trade hath been so long neglected:","howbeit some are of opinion, That it would hinder much to the trade of cloth, if fishing were entertained, especially in the returne of our commodities, and that the priuiledges granted to diuers societies (as the Merchants Aduenturers, East-land,The first obiection to the fishing trade.","and Russia Merchants) should be infringed therby, and so both trades cannot subsist together.","And it is to be much admired, that this trade hath been so long neglected: howbeit some are of opinion, That it would hinder much to the trade of cloth, if fishing were entertained, especially in the returne of our commodities, and that the priuiledges granted to diuers societies (as the Merchants Aduenturers, East-land,The first obiection to the fishing trade. and Russia Merchants) should be infringed therby, and so both trades cannot subsist together.",74,1,1.9216139,2.6003547,3.4820087,commercial_exchange
2783,A10821:3638,trade,A10821.txt,3638,1,trade,37,42,3.,"Aram sobab, is now Aleppo and the trade thereof.","the most famous Citie in all the grand Signiors Domi∣nions, for the wonderfull confluence of Merchants of all Nations and Countries, that come hither to traffi e:","3. Aram sobab, is now Aleppo and the trade thereof. the most famous Citie in all the grand Signiors Domi∣nions, for the wonderfull confluence of Merchants of all Nations and Countries, that come hither to traffi e:",37,1,1.7058558,3.9692442,3.4994276,commercial_exchange
2641,A10821:2118,trade,A10821.txt,2118,1,trade,170,175,Of the Citie MOROCCO and the Trade thereof.,"M OROCCO is the chiefe City of this Kingdome, and in times past was accounted the Metropolis of all Citie of Mo∣rocco and the trade thereof.","Barbary, as once containing one hundred thousand housholds, but now inferiour to Fesse in beauty, spa∣ciousnesse and populousnesse:","Of the Citie MOROCCO and the Trade thereof. M OROCCO is the chiefe City of this Kingdome, and in times past was accounted the Metropolis of all Citie of Mo∣rocco and the trade thereof. Barbary, as once containing one hundred thousand housholds, but now inferiour to Fesse in beauty, spa∣ciousnesse and populousnesse:",52,1,1.7228796,3.541697,3.5187938,commercial_exchange
1554,A07594__Circle_of_Commerce:255,trade,A07594__Circle_of_Commerce.txt,255,1,Trade,178,183,Neither was it the ſcope of my diſcourſe to handle euery thing that might occur a mans imagination after Malynes manner;,"but ſuch things onely as tended to the hinderance of the Trade of the Kingdome, and to preſent their remedies.","Now there being no ſuch Cauſality nor Remedy, in that his Par of Exchange, as I ſhall proue anon, there was no more Ignorance nor Wilfulnes in me to paſſe by that, then all other impertinent things.","Neither was it the ſcope of my diſcourſe to handle euery thing that might occur a mans imagination after Malynes manner; but ſuch things onely as tended to the hinderance of the Trade of the Kingdome, and to preſent their remedies. Now there being no ſuch Cauſality nor Remedy, in that his Par of Exchange, as I ſhall proue anon, there was no more Ignorance nor Wilfulnes in me to paſſe by that, then all other impertinent things.",78,1,1.6710149,2.945604,3.5588348,commercial_exchange
1322,A06789:307,trade,A06789.txt,307,1,Trade,135,140,"lesse of Starlin money wee doe reckon in exchange with them, the more is the Gayne of our Commodities.","The like may be applyed for the Trade of Corints, which is now prouided by other means.","But the limitation to restraine all men from importing them, then onely those of the Leuant company, maketh no free Trade of this Commodity, nor other the like.","lesse of Starlin money wee doe reckon in exchange with them, the more is the Gayne of our Commodities. The like may be applyed for the Trade of Corints, which is now prouided by other means. But the limitation to restraine all men from importing them, then onely those of the Leuant company, maketh no free Trade of this Commodity, nor other the like.",64,1,2.1922421,2.7486496,3.559536,commercial_exchange
3398,A10821:11542,trade,A10821.txt,11542,1,trade,92,97,Of Hamburg and the trade thereof.,"H AMBVRG is a free Citie of the Empire, and Hamburg & the trade thereof.","one of them which enioy the priviledge of a Hans-towne, and for the building and populous∣nesse much to bee praised:","Of Hamburg and the trade thereof. H AMBVRG is a free Citie of the Empire, and Hamburg & the trade thereof. one of them which enioy the priviledge of a Hans-towne, and for the building and populous∣nesse much to bee praised:",41,1,2.0236058,3.3117647,3.566803,commercial_exchange
1216,A06786:5605,trade,A06786.txt,5605,2,trade,122,127,which is referred to the iudicious reader.,"Answere to the first.That the trade of cloth should be hindered by the fishing trade, is not probable, being a distinct commoditie which serueth for the bellie, and the other for the backe, and both are sold by vs and other nations in one more places, and we both make our returnes homewards by commodities, money and exchange for moneys by Bills, so that the difference of the persons maketh not any sollid argument:","for if we returne commodities for commodities, and they returne moneys, we may returne both the one and the other, hauing meanes more than sufficient to maintaine the trades, considering the great summes of money deliuered at interest, although the money in specie be wanting, which by these meanes would be supplyed.","which is referred to the iudicious reader. Answere to the first.That the trade of cloth should be hindered by the fishing trade, is not probable, being a distinct commoditie which serueth for the bellie, and the other for the backe, and both are sold by vs and other nations in one more places, and we both make our returnes homewards by commodities, money and exchange for moneys by Bills, so that the difference of the persons maketh not any sollid argument: for if we returne commodities for commodities, and they returne moneys, we may returne both the one and the other, hauing meanes more than sufficient to maintaine the trades, considering the great summes of money deliuered at interest, although the money in specie be wanting, which by these meanes would be supplyed.",133,2,2.1662586,0.38613683,3.872139,commercial_exchange
7643,Wealth_Nations:33603,trade,Wealth_Nations.txt,33603,1,trade,66,71,"Without an exclusive privilege,",they have commonly mismanaged the trade.,"With an exclusive privilege, they","Without an exclusive privilege, they have commonly mismanaged the trade. With an exclusive privilege, they",15,2,1.8828251,1.1089427,3.899488,commercial_exchange
6779,B14801__Free_Trade:1215,trade,B14801__Free_Trade.txt,1215,1,Trade,315,320,"which would also bee a meanes for paying of their debts, with a little more length of time, and a great deale of encouragement, both to Clothiers and Merchants in the Cloth Trade.","And Abroad, if it appeare vpon examination, that the Residence of the Merchant Aduenturers at Delft in Holland be inconuenient for the Trade:","As HIS Maiestie was graciously pleased to giue them that liberty for a tryall, so it may please HIS Maiestie to dispose thereof, in some more fit place for their's and the Publique good.","which would also bee a meanes for paying of their debts, with a little more length of time, and a great deale of encouragement, both to Clothiers and Merchants in the Cloth Trade. And Abroad, if it appeare vpon examination, that the Residence of the Merchant Aduenturers at Delft in Holland be inconuenient for the Trade: As HIS Maiestie was graciously pleased to giue them that liberty for a tryall, so it may please HIS Maiestie to dispose thereof, in some more fit place for their's and the Publique good.",90,2,2.12807,0.51056856,3.9249938,commercial_exchange
1194,A06786:5207,trade,A06786.txt,5207,1,trade,414,419,"so that by the frequencie of it, Merchants haue made a great difference and distinction betweene a Merchant which is at a stay and taketh daies for the payment of his debts, or one that is broken or Bankrupt, hauing an especiall regard herein for the preseruation of credit, which is as tender as the apple of an eye:","for it happeneth many times, that Merchants (hauing taken vp money at interest to augment their trade, and thereby doing good to their prince and countrey) shall receiue some vnexpected losses by warres on land, or Embargoes, or restraints of Princes vpon the seas of their ships and goods, or by hauing sold their goods and merchandises at home at long daies of paiment, or otherwise by other occasions, hauing their best meanes in remote places, whereby the said Merchants cannot suddenly make paiments of such moneys as they haue taken vp at interest, which in that Interim may be due, and so they are driuen at a stay, although they haue verie good estates:","for some rich men (who like an Ape tied to a clogge, which thinketh that he keepeth the clog, when the clog keepeth him) are so tied to the clogge of their wealth, that vpon the least rumours of","so that by the frequencie of it, Merchants haue made a great difference and distinction betweene a Merchant which is at a stay and taketh daies for the payment of his debts, or one that is broken or Bankrupt, hauing an especiall regard herein for the preseruation of credit, which is as tender as the apple of an eye: for it happeneth many times, that Merchants (hauing taken vp money at interest to augment their trade, and thereby doing good to their prince and countrey) shall receiue some vnexpected losses by warres on land, or Embargoes, or restraints of Princes vpon the seas of their ships and goods, or by hauing sold their goods and merchandises at home at long daies of paiment, or otherwise by other occasions, hauing their best meanes in remote places, whereby the said Merchants cannot suddenly make paiments of such moneys as they haue taken vp at interest, which in that Interim may be due, and so they are driuen at a stay, although they haue verie good estates: for some rich men (who like an Ape tied to a clogge, which thinketh that he keepeth the clog, when the clog keepeth him) are so tied to the clogge of their wealth, that vpon the least rumours of",213,2,1.4716965,-1.2241389,3.9495687,commercial_exchange
1859,A08134:636,trade,A08134.txt,636,1,trade,232,237,"If he be not of the true and Catholike sayth, but is conuinced to be an Hereticke, whereby his life and heritage is in hazard.","Or if he refuse to succour and deliuer his father out of prison by his suertiship, or if hee followe the trade and company of such persons as in the lawe be counted infames, as wee say infamous, vile, and most dishonest, as Iuglers, Sorcerers, Coniurers, Theeues, and Pirates.","Or if the Father offering him meete marriage vnder fine and twentie yeares, he refuseth it, and delighteth to liue continually in whoredome, and filthie order of life, these be (I suppose) all the causes that the Ciuill or Ecclesiasticall lawes doe assigne.","If he be not of the true and Catholike sayth, but is conuinced to be an Hereticke, whereby his life and heritage is in hazard. Or if he refuse to succour and deliuer his father out of prison by his suertiship, or if hee followe the trade and company of such persons as in the lawe be counted infames, as wee say infamous, vile, and most dishonest, as Iuglers, Sorcerers, Coniurers, Theeues, and Pirates. Or if the Father offering him meete marriage vnder fine and twentie yeares, he refuseth it, and delighteth to liue continually in whoredome, and filthie order of life, these be (I suppose) all the causes that the Ciuill or Ecclesiasticall lawes doe assigne.",117,2,1.8059487,0.37178203,3.9782097,commercial_exchange
1205,A06786:5560,trade,A06786.txt,5560,1,trade,152,157,"but no man can reckon the seuerall kindes of the creatures of the seas, or can number any one kind.","This ought to stirre vs vp to establish the fishing trade, especially for Herrings, Cod, and Ling, which tooke his originall from vs:","for it is not much aboue one hundreth yeares since that one Violet Stephens,Originall of the fishing Trade.","but no man can reckon the seuerall kindes of the creatures of the seas, or can number any one kind. This ought to stirre vs vp to establish the fishing trade, especially for Herrings, Cod, and Ling, which tooke his originall from vs: for it is not much aboue one hundreth yeares since that one Violet Stephens,Originall of the fishing Trade.",61,2,1.9562455,-0.33898392,3.9997177,commercial_exchange
921,A06785:110,trade,A06785.txt,110,1,Trade,118,123,"shall we disallow hereof, because one Rabbi Bechai doth take it to be the biting or sucking of a Serpent?","The general Trade, all the world over, is made by the rule and square of moneys, which is therefore called publica mensura in all countries where moneys are used to set a price unto all commodities.","Now albeit that there are some countries where they have no moneys, but commodities are bartered by way of commutation in kind:","shall we disallow hereof, because one Rabbi Bechai doth take it to be the biting or sucking of a Serpent? The general Trade, all the world over, is made by the rule and square of moneys, which is therefore called publica mensura in all countries where moneys are used to set a price unto all commodities. Now albeit that there are some countries where they have no moneys, but commodities are bartered by way of commutation in kind:",78,2,0.98839265,0.029931394,4.0419297,commercial_exchange
7331,Wealth_Nations:26591,trade,Wealth_Nations.txt,26591,1,trade,79,84,sole source of all those peculiar advantages.,"In consequence of this exclusive trade, all that part of the surplus","produce of the English colonies, for example, which consists in what are","sole source of all those peculiar advantages. In consequence of this exclusive trade, all that part of the surplus produce of the English colonies, for example, which consists in what are",31,2,1.8197981,0.22323683,4.0478487,commercial_exchange
3092,A10821:6959,trade,A10821.txt,6959,1,trade,248,253,"residence of the Kings, is esteemed to be ten miles in compasse, through which the River of Sei doth gently runne, and so to Roven, thence to New aven or Haure de grace, and thence to our Brittish Ocean.","It is not of great consequence in matter of trade, as neither affoording commodities to be exported, nor yet venting store of commodities imported, though an ignorant French-man, which had not seene further then this City, call it the greatest in the world for the trade found therein, and for the multitude of Merchants, which I imagine he understood shopkeepers;","some Cloth, Lead, Tin, Baies, and Stockings it venteth from England, Sattins, and other silke, and from Italy, some small wares from Germany, and that is all the most important.","residence of the Kings, is esteemed to be ten miles in compasse, through which the River of Sei doth gently runne, and so to Roven, thence to New aven or Haure de grace, and thence to our Brittish Ocean. It is not of great consequence in matter of trade, as neither affoording commodities to be exported, nor yet venting store of commodities imported, though an ignorant French-man, which had not seene further then this City, call it the greatest in the world for the trade found therein, and for the multitude of Merchants, which I imagine he understood shopkeepers; some Cloth, Lead, Tin, Baies, and Stockings it venteth from England, Sattins, and other silke, and from Italy, some small wares from Germany, and that is all the most important.",129,3,1.763001,-1.4531287,3.6634874,geography_and_state
1118,A06786:46,trade,A06786.txt,46,1,Trade,121,126,And is it not conuenient for Merchants to know them?,"Considering that Merchants maintaine the Fisher-men, and (by way of Trade) cause the Sea and Land Commodities to bee dispersed euerie where?","So that the said prerogaties doe also appertaine to the Lawmerchant as properly inherent vnto commerce, and the obseruation of Merchants being of like condition to all people and nations.","And is it not conuenient for Merchants to know them? Considering that Merchants maintaine the Fisher-men, and (by way of Trade) cause the Sea and Land Commodities to bee dispersed euerie where? So that the said prerogaties doe also appertaine to the Lawmerchant as properly inherent vnto commerce, and the obseruation of Merchants being of like condition to all people and nations.",62,3,1.5599746,-1.1063558,3.7095115,geography_and_state
3057,A10821:6347,trade,A10821.txt,6347,1,Trade,156,161,"V ALENTIA the principall Citie of the Province of Valentia, giveth Rules to all the adjoyning places, as Valentia and the Trade thereof.","well for matter of Trade as judicature, wherein is vented yearely great quantity of Pepper, Tinne, Lead, Baies, Linnens, Fish, as Pilchards, Herings, and New∣land fish, and such other like Commodities, having their current, Weights and Measures as followeth.",A Liver of Valentia is worth 20.,"V ALENTIA the principall Citie of the Province of Valentia, giveth Rules to all the adjoyning places, as Valentia and the Trade thereof. well for matter of Trade as judicature, wherein is vented yearely great quantity of Pepper, Tinne, Lead, Baies, Linnens, Fish, as Pilchards, Herings, and New∣land fish, and such other like Commodities, having their current, Weights and Measures as followeth. A Liver of Valentia is worth 20.",69,3,1.5510495,-0.7818755,3.7405813,geography_and_state
3181,A10821:8569,trade,A10821.txt,8569,1,Trade,125,130,"Of Padoua, and the Trade thereof.","P ADOUA is a famous Vniversity, especially for Phy∣sicke, which affords not much matter of Trade, yet Padoua, and the trade thereof.","observing my intended Methode, I will place here the concordancy of their Waights and Measures with the capitall Citie Venetia.","Of Padoua, and the Trade thereof. P ADOUA is a famous Vniversity, especially for Phy∣sicke, which affords not much matter of Trade, yet Padoua, and the trade thereof. observing my intended Methode, I will place here the concordancy of their Waights and Measures with the capitall Citie Venetia.",48,3,1.6080623,-0.99241126,3.7610533,geography_and_state
2801,A10821:3903,trade,A10821.txt,3903,1,trade,275,280,G ASA hath beene more famous and beautifull then Gasa and the Trade thereof.,"now it is, and renowned through Europe both for a good Sea Port and a good defence to the westerne Christians in their warres here against the Saladin and Soldans of Aegypt, and for a good seate of trade;",but all these good things were too good for those Nations that have since beene Masters thereof:,"G ASA hath beene more famous and beautifull then Gasa and the Trade thereof. now it is, and renowned through Europe both for a good Sea Port and a good defence to the westerne Christians in their warres here against the Saladin and Soldans of Aegypt, and for a good seate of trade; but all these good things were too good for those Nations that have since beene Masters thereof:",70,3,1.3078386,-1.9482272,3.796133,geography_and_state
7409,Wealth_Nations:26996,trade,Wealth_Nations.txt,26996,1,trade,108,113,"sea, will readily be allowed, I imagine, by everybody who has any",experience of those different branches of trade.,"Secondly, The monopoly of the colony trade, has, in many cases, forced","sea, will readily be allowed, I imagine, by everybody who has any experience of those different branches of trade. Secondly, The monopoly of the colony trade, has, in many cases, forced",31,3,1.3333422,-1.2016839,3.804704,geography_and_state
6781,B14801__Free_Trade:1221,trade,B14801__Free_Trade.txt,1221,2,Trade,125,130,To whom I recommend them both.,"A Remedy for Monopolies and too strict Trade.And thus farre for the Remedies in the Matter of Trade, considered in Money and Merchandize:",the Forme followeth in Gouerned and Vngouerned Trade.,"To whom I recommend them both. A Remedy for Monopolies and too strict Trade.And thus farre for the Remedies in the Matter of Trade, considered in Money and Merchandize: the Forme followeth in Gouerned and Vngouerned Trade.",37,3,1.7885218,-0.9563743,3.8108869,geography_and_state
6732,B14801__Free_Trade:870,trade,B14801__Free_Trade.txt,870,2,Trade,418,423,"By the Fishing, the Customes and Tolles which are vndoubtedly due to HIS Maiestie for the Strangers Fishing vpon our Coasts, together with the encrease of Trade, and consequently of Customes thereby also, wold amount to so great a value, that I cannot wonder enough, that the same hath beene neglected all this while.","And lastly in the Forme of Trade, the KINGS Reuenue is mightily diminished, when by the disorder of Trade, the very course of Trade is inuerted, and therein the KINGS Customes and Subsidies also.",CAP.,"By the Fishing, the Customes and Tolles which are vndoubtedly due to HIS Maiestie for the Strangers Fishing vpon our Coasts, together with the encrease of Trade, and consequently of Customes thereby also, wold amount to so great a value, that I cannot wonder enough, that the same hath beene neglected all this while. And lastly in the Forme of Trade, the KINGS Reuenue is mightily diminished, when by the disorder of Trade, the very course of Trade is inuerted, and therein the KINGS Customes and Subsidies also. CAP.",89,3,1.2161008,-1.4993666,3.8133059,geography_and_state
